column_1,value,name,club,nation,position,age,link
579,"€30.00m","Brenden Aaronson","Leeds United","United States","Attacking Midfield",22,https://fminside.net/players/3-fm-23/20046423-brenden-aaronson
580,"€30.00m","Nicolò Zaniolo","AS Roma",Italy,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/43270517-nicolo-zaniolo
581,"€30.00m","Teun Koopmeiners","Atalanta BC",Netherlands,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/37057982-teun-koopmeiners
582,"€30.00m","Daichi Kamada","Eintracht Frankfurt",Japan,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/45092714-daichi-kamada
583,"€30.00m","Joe Willock","Newcastle United",England,"Central Midfield",23,https://fminside.net/players/3-fm-23/28106684-joe-willock
584,"€30.00m","Scott McTominay","Manchester United",Scotland,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/29125343-scott-mctominay
585,"€30.00m","Brais Méndez","Real Sociedad",Spain,"Central Midfield",25,https://fminside.net/players/3-fm-23/67199158-brais-mendez
586,"€30.00m","Manuel Locatelli","Juventus FC",Italy,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/43167354-manuel-locatelli
587,"€30.00m","N'Golo Kanté","Chelsea FC",France,"Defensive Midfield",31,N/A
588,"€30.00m","Thomas Lemar","Atlético de Madrid",France,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/85093001-thomas-lemar
589,"€30.00m","John McGinn","Aston Villa",Scotland,"Central Midfield",28,https://fminside.net/players/3-fm-23/61043070-john-mcginn
590,"€30.00m","Stanislav Lobotka","SSC Napoli",Slovakia,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/63012964-stanislav-lobotka
591,"€30.00m","Seko Fofana","RC Lens","Cote d'Ivoire","Central Midfield",27,https://fminside.net/players/3-fm-23/85094652-seko-fofana
592,"€28.00m","Jesper Lindström","Eintracht Frankfurt",Denmark,"Attacking Midfield",22,N/A
593,"€28.00m","Jacob Ramsey","Aston Villa",England,"Central Midfield",21,https://fminside.net/players/3-fm-23/29193659-jacob-ramsey
594,"€28.00m","Tanguy Ndombélé","SSC Napoli",France,"Central Midfield",26,https://fminside.net/players/3-fm-23/85128159-tanguy-ndombele
595,"€28.00m","Guido Rodríguez","Real Betis Balompié",Argentina,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/14043255-guido-rodriguez
596,"€28.00m","Denzel Dumfries","Inter Milan",Netherlands,"Right Midfield",26,https://fminside.net/players/3-fm-23/37052843-denzel-dumfries
597,"€28.00m","João Palhinha","Fulham FC",Portugal,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/55070285-joao-palhinha
598,"€28.00m","Konrad Laimer","RB Leipzig",Austria,"Central Midfield",25,https://fminside.net/players/3-fm-23/16147659-konrad-laimer
599,"€28.00m","Julian Brandt","Borussia Dortmund",Germany,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/91119265-julian-brandt
600,"€28.00m","Granit Xhaka","Arsenal FC",Switzerland,"Defensive Midfield",30,https://fminside.net/players/3-fm-23/98003821-granit-xhaka
601,"€27.00m","Orkun Kökcü","Feyenoord Rotterdam",Turkey,"Central Midfield",22,https://fminside.net/players/3-fm-23/37061602-orkun-kokcu
602,"€25.00m",Danilo,"Sociedade Esportiva Palmeiras",Brazil,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/19099575-danilo
603,"€25.00m","Roméo Lavia","Southampton FC",Belgium,"Defensive Midfield",18,https://fminside.net/players/3-fm-23/18115012-romeo-lavia
604,"€25.00m","Manu Koné","Borussia Mönchengladbach",France,"Central Midfield",21,https://fminside.net/players/3-fm-23/49047182-manu-kone
605,"€25.00m","Youssouf Fofana","AS Monaco",France,"Central Midfield",23,https://fminside.net/players/3-fm-23/49045776-youssouf-fofana
606,"€25.00m","Mohamed Camara","AS Monaco",Mali,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/13193983-mohamed-camara
607,"€25.00m","Yunus Musah","Valencia CF","United States","Central Midfield",20,https://fminside.net/players/3-fm-23/28129089-yunus-musah
608,"€25.00m","Hugo Guillamón","Valencia CF",Spain,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/67258817-hugo-guillamon
609,"€25.00m","Mattéo Guendouzi","Olympique Marseille",France,"Central Midfield",23,https://fminside.net/players/3-fm-23/48037391-matteo-guendouzi
610,"€25.00m","Khéphren Thuram","OGC Nice",France,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/49038952-khephren-thuram
611,"€25.00m","Morgan Gibbs-White","Nottingham Forest",England,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/29175220-morgan-gibbs-white
612,"€25.00m","Maxence Caqueret","Olympique Lyon",France,"Central Midfield",22,https://fminside.net/players/3-fm-23/48044737-maxence-caqueret
613,"€25.00m","Boubacar Kamara","Aston Villa",France,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/48043084-boubacar-kamara
614,"€25.00m","Pablo Fornals","West Ham United",Spain,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/67214613-pablo-fornals
615,"€25.00m","Boubakary Soumaré","Leicester City",France,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/48044576-boubakary-soumare
616,"€25.00m","Sofyan Amrabat","ACF Fiorentina",Morocco,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/37045879-sofyan-amrabat
617,"€25.00m","Renato Sanches","Paris Saint-Germain",Portugal,"Central Midfield",25,https://fminside.net/players/3-fm-23/55070298-renato-sanches
618,"€25.00m","Alex Iwobi","Everton FC",Nigeria,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/28084930-alex-iwobi
619,"€25.00m","Mario Pasalic","Atalanta BC",Croatia,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/24021244-mario-paalic
620,"€25.00m","Ruben Loftus-Cheek","Chelsea FC",England,"Central Midfield",26,https://fminside.net/players/3-fm-23/28068727-ruben-loftus-cheek
621,"€25.00m","Adrien Rabiot","Juventus FC",France,"Central Midfield",27,https://fminside.net/players/3-fm-23/85086031-adrien-rabiot
622,"€25.00m","Christian Eriksen","Manchester United",Denmark,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/27010680-christian-eriksen
623,"€25.00m","Ilkay Gündogan","Manchester City",Germany,"Central Midfield",32,https://fminside.net/players/3-fm-23/91003875-lkay-gundogan
624,"€24.00m","Filip Kostić","Juventus FC",Serbia,"Left Midfield",30,https://fminside.net/players/3-fm-23/62070416-filip-kostic
625,"€23.00m","Eljif Elmas","SSC Napoli","North Macedonia","Attacking Midfield",23,https://fminside.net/players/3-fm-23/47064795-eljif-elmas
626,"€22.00m","Michael Olise","Crystal Palace",France,"Right Midfield",21,https://fminside.net/players/3-fm-23/29221846-michael-olise
627,"€22.00m",Pepê,"FC Porto",Brazil,"Left Midfield",25,https://fminside.net/players/3-fm-23/309147-pepe
628,"€22.00m",Wendel,"Zenit St. Petersburg",Brazil,"Central Midfield",25,https://fminside.net/players/3-fm-23/90072860-wendel
629,"€22.00m","Curtis Jones","Liverpool FC",England,"Central Midfield",21,https://fminside.net/players/3-fm-23/28115788-curtis-jones
630,"€22.00m","Davide Frattesi","US Sassuolo",Italy,"Central Midfield",23,https://fminside.net/players/3-fm-23/43272557-davide-frattesi
631,"€22.00m","Ryan Sessegnon","Tottenham Hotspur",England,"Left Midfield",22,https://fminside.net/players/3-fm-23/29165656-ryan-sessegnon
632,"€22.00m","Hamed Junior Traorè","US Sassuolo","Cote d'Ivoire","Attacking Midfield",22,N/A
633,"€22.00m","Lovro Majer","Stade Rennais FC",Croatia,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/24053458-lovro-majer
634,"€22.00m","Giovani Lo Celso","Villarreal CF",Argentina,"Central Midfield",26,https://fminside.net/players/3-fm-23/14108651-giovani-lo-celso
635,"€22.00m","Sean Longstaff","Newcastle United",England,"Central Midfield",25,https://fminside.net/players/3-fm-23/28100360-sean-longstaff
636,"€22.00m","Aleksandr Golovin","AS Monaco",Russia,"Attacking Midfield",26,N/A
637,"€22.00m","Xaver Schlager","RB Leipzig",Austria,"Central Midfield",25,https://fminside.net/players/3-fm-23/16147660-xaver-schlager
638,"€22.00m","Djibril Sow","Eintracht Frankfurt",Switzerland,"Central Midfield",25,https://fminside.net/players/3-fm-23/98034373-djibril-sow
639,"€22.00m","Leander Dendoncker","Aston Villa",Belgium,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/18057380-leander-dendoncker
640,"€21.00m","Weston McKennie","Juventus FC","United States","Central Midfield",24,https://fminside.net/players/3-fm-23/72048035-weston-mckennie
641,"€20.00m",Éderson,"Atalanta BC",Brazil,"Central Midfield",23,https://fminside.net/players/3-fm-23/55057659-ederson
642,"€20.00m","Oihan Sancet","Athletic Bilbao",Spain,"Central Midfield",22,https://fminside.net/players/3-fm-23/67260204-oihan-sancet
643,"€20.00m","Fábio Carvalho","Liverpool FC",Portugal,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/28122195-fabio-carvalho
644,"€20.00m","Mohammed Kudus","Ajax Amsterdam",Ghana,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/13200568-mohammed-kudus
645,"€20.00m","Luka Sucic","Red Bull Salzburg",Croatia,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/16254093-luka-sucic
646,"€20.00m","Kiernan Dewsbury-Hall","Leicester City",England,"Central Midfield",24,https://fminside.net/players/3-fm-23/28106342-kiernan-dewsbury-hall
647,"€20.00m","Andreas Skov Olsen","Club Brugge KV",Denmark,"Right Midfield",23,https://fminside.net/players/3-fm-23/27128912-andreas-skov-olsen
648,"€20.00m","Nicolas Seiwald","Red Bull Salzburg",Austria,"Central Midfield",21,https://fminside.net/players/3-fm-23/16191724-nicolas-seiwald
649,"€20.00m","Houssem Aouar","Olympique Lyon",France,"Central Midfield",24,https://fminside.net/players/3-fm-23/48031455-houssem-aouar
650,"€20.00m","Denis Zakaria","Chelsea FC",Switzerland,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/98034601-denis-zakaria
651,"€20.00m","Christoph Baumgartner","TSG 1899 Hoffenheim",Austria,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/16184707-christoph-baumgartner
652,"€20.00m","Brahim Díaz","AC Milan",Spain,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/28106999-brahim-diaz
653,"€20.00m","Naby Keïta","Liverpool FC",Guinea,"Central Midfield",27,https://fminside.net/players/3-fm-23/85140676-naby-keita
654,"€20.00m","Nikola Vlasic","Torino FC",Croatia,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/24039948-nikola-vlaic
655,"€20.00m","Donny van de Beek","Manchester United",Netherlands,"Central Midfield",25,https://fminside.net/players/3-fm-23/37048153-donny-van-de-beek
656,"€20.00m","Florian Neuhaus","Borussia Mönchengladbach",Germany,"Central Midfield",25,https://fminside.net/players/3-fm-23/91167376-florian-neuhaus
657,"€20.00m","Miguel Almirón","Newcastle United",Paraguay,"Attacking Midfield",28,https://fminside.net/players/3-fm-23/79024232-miguel-almiron
658,"€20.00m","Wilmar Barrios","Zenit St. Petersburg",Colombia,"Defensive Midfield",29,https://fminside.net/players/3-fm-23/76033272-wilmar-barrios
659,"€20.00m","Hakim Ziyech","Chelsea FC",Morocco,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/37040604-hakim-ziyech
660,"€20.00m","Bryan Cristante","AS Roma",Italy,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/43091113-bryan-cristante
661,"€20.00m",Fred,"Manchester United",Brazil,"Central Midfield",29,https://fminside.net/players/3-fm-23/18091791-wilfred-ndidi
662,"€20.00m","Geoffrey Kondogbia","Atlético de Madrid","Central African Republic","Defensive Midfield",29,https://fminside.net/players/3-fm-23/85033422-geoffrey-kondogbia
663,"€20.00m","Marcel Sabitzer","Bayern Munich",Austria,"Central Midfield",28,https://fminside.net/players/3-fm-23/16045721-marcel-sabitzer
664,"€20.00m","Sergio Canales","Real Betis Balompié",Spain,"Attacking Midfield",31,https://fminside.net/players/3-fm-23/67053076-sergio-canales
665,"€20.00m","Toni Kroos","Real Madrid",Germany,"Central Midfield",32,https://fminside.net/players/3-fm-23/156772-toni-kroos
666,"€19.00m","Giorgian de Arrascaeta","CR Flamengo",Uruguay,"Attacking Midfield",28,https://fminside.net/players/3-fm-23/78059800-giorgian-de-arrascaeta
667,"€18.00m","Xavi Simons","PSV Eindhoven",Netherlands,"Attacking Midfield",19,https://fminside.net/players/3-fm-23/67288555-xavi-simons
668,"€18.00m","Nuno Tavares","Olympique Marseille",Portugal,"Left Midfield",22,https://fminside.net/players/3-fm-23/83169864-nuno-tavares
669,"€18.00m","Manuel Ugarte","Sporting CP",Uruguay,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/78084541-manuel-ugarte
670,"€18.00m",Claudinho,"Zenit St. Petersburg",Brazil,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/19258928-claudinho
671,"€18.00m","Tommaso Pobega","AC Milan",Italy,"Central Midfield",23,https://fminside.net/players/3-fm-23/43269242-tommaso-pobega
672,"€18.00m","Arthur Melo","Liverpool FC",Brazil,"Central Midfield",26,N/A
673,"€18.00m",Gerson,"Olympique Marseille",Brazil,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/19217413-gerson
674,"€18.00m","Philip Billing","AFC Bournemouth",Denmark,"Central Midfield",26,https://fminside.net/players/3-fm-23/29121437-philip-billing
675,"€18.00m","Robin Gosens","Inter Milan",Germany,"Left Midfield",28,https://fminside.net/players/3-fm-23/37041773-robin-gosens
676,"€18.00m","Benjamin Bourigeaud","Stade Rennais FC",France,"Right Midfield",28,https://fminside.net/players/3-fm-23/85117078-benjamin-bourigeaud
677,"€18.00m","Ruslan Malinovskyi","Atalanta BC",Ukraine,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/71048716-ruslan-malinovskyi
678,"€18.00m","Mahmoud Dahoud","Borussia Dortmund",Germany,"Central Midfield",27,https://fminside.net/players/3-fm-23/92063787-mahmoud-dahoud
679,"€18.00m","Luis Alberto","SS Lazio",Spain,"Central Midfield",30,https://fminside.net/players/3-fm-23/67131771-luis-alberto
680,"€18.00m",Koke,"Atlético de Madrid",Spain,"Central Midfield",30,https://fminside.net/players/3-fm-23/67047092-koke
681,"€18.00m",Thiago,"Liverpool FC",Spain,"Central Midfield",31,https://fminside.net/players/3-fm-23/67022040-thiago
682,"€17.00m","Amadou Haidara","RB Leipzig",Mali,"Central Midfield",24,https://fminside.net/players/3-fm-23/16199711-amadou-haidara
683,"€17.00m","Tyler Adams","Leeds United","United States","Defensive Midfield",23,https://fminside.net/players/3-fm-23/72044918-tyler-adams
684,"€17.00m","Salih Özcan","Borussia Dortmund",Turkey,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/91139869-salih-ozcan
685,"€17.00m","Maximilian Arnold","VfL Wolfsburg",Germany,"Central Midfield",28,https://fminside.net/players/3-fm-23/91100466-maximilian-arnold
686,"€16.00m","Sander Berge","Sheffield United",Norway,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/53101282-sander-berge
687,"€16.00m","Baptiste Santamaria","Stade Rennais FC",France,"Central Midfield",27,https://fminside.net/players/3-fm-23/211515-baptiste-santamaria
688,"€16.00m","Vitaly Janelt","Brentford FC",Germany,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/91143519-vitaly-janelt
689,"€16.00m","William Carvalho","Real Betis Balompié",Portugal,"Defensive Midfield",30,https://fminside.net/players/3-fm-23/55012106-william-carvalho
690,"€15.00m","Désiré Doué","Stade Rennais FC",France,"Attacking Midfield",17,https://fminside.net/players/3-fm-23/2000115202-desire-doue
691,"€15.00m","João Gomes","CR Flamengo",Brazil,"Central Midfield",21,https://fminside.net/players/3-fm-23/19371031-joao-gomes
692,"€15.00m","Carney Chukwuemeka","Chelsea FC",England,"Central Midfield",19,https://fminside.net/players/3-fm-23/28127875-carney-chukwuemeka
693,"€15.00m","Maurits Kjaergaard","Red Bull Salzburg",Denmark,"Central Midfield",19,N/A
694,"€15.00m","Azzedine Ounahi","Angers SCO",Morocco,"Central Midfield",22,https://fminside.net/players/3-fm-23/49052370-azzedine-ounahi
695,"€15.00m","Thiago Almada","Atlanta United FC",Argentina,"Attacking Midfield",21,https://fminside.net/players/3-fm-23/14172522-thiago-almada
696,"€15.00m","Fabio Miretti","Juventus FC",Italy,"Central Midfield",19,https://fminside.net/players/3-fm-23/43500510-fabio-miretti
697,"€15.00m","Pape Matar Sarr","Tottenham Hotspur",Senegal,"Central Midfield",20,https://fminside.net/players/3-fm-23/12080051-pape-matar-sarr
698,"€15.00m","Cole Palmer","Manchester City",England,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/28120042-cole-palmer
699,"€15.00m","Arsen Zakharyan","Dynamo Moscow",Russia,"Attacking Midfield",19,https://fminside.net/players/3-fm-23/2000014077-arsen-zakharyan
700,"€15.00m","Nicola Zalewski","AS Roma",Poland,"Left Midfield",20,https://fminside.net/players/3-fm-23/43426126-nicola-zalewski
701,"€15.00m","Joe Aribo","Southampton FC",Nigeria,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/89046527-joe-aribo
702,"€15.00m","Fran Beltrán","Celta de Vigo",Spain,"Central Midfield",23,https://fminside.net/players/3-fm-23/67232115-fran-beltran
703,"€15.00m","Oliver Skipp","Tottenham Hotspur",England,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/28116496-oliver-skipp
704,"€15.00m","Exequiel Palacios","Bayer 04 Leverkusen",Argentina,"Central Midfield",24,https://fminside.net/players/3-fm-23/14110846-exequiel-palacios
705,"€15.00m","Marcus Tavernier","AFC Bournemouth",England,"Central Midfield",23,https://fminside.net/players/3-fm-23/29162667-marcus-tavernier
706,"€15.00m","Yusuf Yazici",Trabzonspor,Turkey,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/70103149-yusuf-yazc
707,"€15.00m","Albert Sambi Lokonga","Arsenal FC",Belgium,"Central Midfield",23,https://fminside.net/players/3-fm-23/18097160-albert-sambi-lokonga
